"company","product_type","product_name","product_description","insurance_type","discovered_place"
"Sun Life","Life, Savings, Life","Sun Wealth Plus","Easy enrolment with no underwriting required

Guaranteed survival benefit

Maturity benefit

Insurance coverage","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P","Sun Wealth Protect-i","6-in-1 coverage

Peace of mind

Leaving a legacy

Affordable contribution","Family Takaful","Insurer"
"Sun Life","Life, H&P","Sun eCritical Shield","Top 3 CI Care benefit

Diabetes Care benefit

Long coverage term

No medical check-up","Life Insurance","Insurer"
"Sun Life","Life, H&P","Sun eCritical Shield-i","Top 3 CI Care benefit

Diabetes Care benefit

Long coverage term

No medical check-up","Family Takaful","Insurer"
"Sun Life","Life, H&P","Sun eMediCare Income","Comprehensive hospital income coverage

Long coverage term

No medical check-up","Life Insurance","Insurer"
"Sun Life","Life, H&P","Sun eMediCare Income-i","Comprehensive hospital income coverage

Long coverage term

No medical check-up","Family Takaful","Insurer"
"Sun Life","Life, H&P","Sun eSsential Life","High coverage

Death/TPD benefit

Long coverage term

No medical check-up","Life Insurance","Insurer"
"Sun Life","Life, H&P","Sun eSsential-i","High coverage

Death/TPD benefit

Long coverage term

No medical check-up","Family Takaful","Insurer"
"Sun Life","Life, H&P, Investment, Life","SunInvest","Hassle-free enrolment 

Diversified investment portfolio

Insurance coverage","Life Insurance","Insurer, Bank"
"Sun Life","Life, Investment, Life","SunInvest-i","Takaful coverage with protection booster

Simple enrolment

Maturity benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Investment, Life","SunLink Istismar Plus","Takaful coverage with protection booster

Comprehensive & customised takaful coverage with optional riders

Final benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Investment, Life","SunLink Max","Full premium allocation 

Comprehensive & customised insurance coverage with optional riders","Life Insurance","Insurer, Bank"
"Sun Life","Life, H&P, Life","Takaful Mulia","Double indemnity for accidental death/total and permanent disability (TPD) benefit

Waqf benefit

Zakat benefit

Fidyah/Sadaqah benefit","Family Takaful","Insurer, Bank"
"Sun Life","Life, H&P, Savings, Life","Takaful Suria Plus","Takaful coverage 

RM1,500 special payout

Badal Hajj benefit

Dependent allowance","Family Takaful","Insurer, Bank"
"Sun Life","Life, Life (credit-related)","Xpress Cash Protector-i","Death/Total and permanent disability (TPD) benefit","Family Takaful","Insurer, Bank"
"Takaful Ikhlas","Property","Houseowner/Householder Takaful","Cover your home and the personal belongings in your house against loss or damage due to fire, lightning, explosions, flood, bursting of water pipes and other perils stated in the Takaful Certificate schedule.","General Takaful","Bank"
"Takaful Ikhlas","Motor","IKHLAS Private Car Comprehensive Plus Takaful","Provide road tax service with motor takaful quotation at one go. A Shariah compliant plan with complimentary RM10,000 Personal Accident, all authorized drivers automatically cover and complimentary 24 hours Bantuan Ikhlas Road Assist Service. 6 month or 12 months 0% instalment plan is made available. 

 

Note: Click on ""GET A QUOTE ONLINE"" to be directed to Takaful Ikhlas General Berhad's website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Takaful","Bank"
"Tokio Marine","H&P","AEONCare Insurance","Comprehensive protection for personal finance and& credit card customers.","General Insurance","Insurer"
"Tokio Marine","Savings/Investment","Asia Income Master Plus","Hassle-free retirement planning today. Worry-free comfort tomorrow.","Life Insurance","Insurer"
"Tokio Marine","Savings/Investment","Asia Premier Endowment Plus","Make a golden investment. Enjoy a stream of income in your golden years.","Life Insurance","Insurer"
"Tokio Marine","Motor","Auto Partner","Covers you for roadside emergencies and house repairs","General Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","Cancer Shield Plus","Feel secured with double protection. Be free from financial constraints.","Life Insurance","Insurer"
"Tokio Marine","Motor","Commercial Partner","Protection for drivers and attendants of commercial vehicles against accidents","General Insurance","Insurer"
"Tokio Marine","Life","Convertible Term Assurance","Largest sum assured protection at the lowest cost.","Life Insurance","Insurer"
"Tokio Marine","TBD (Travel/Sports)","Domestic Travel Partner Plus","Explore Malaysia worry-free with comprehensive coverage.","General Insurance","Insurer"
"Tokio Marine","Motor","DriveSafe PA Partner","A comprehensive yet affordable plan to protect you and your passengers against accidents..","General Insurance","Insurer"
"Tokio Marine","H&P","Flexi PA Partner","Protection tailored to your needs and budget for anytime, anywhere.","General Insurance","Insurer"
"Tokio Marine","TBD (Travel/Sports)","Golfer Insurance","Safeguards you against the unexpected, so you can focus on your game.","General Insurance","Insurer"
"Tokio Marine","TBD","Group Dread Disease","Medical coverage for 39 dread diseases. Essential protection for your employees.","Life Insurance","Insurer"
"Tokio Marine","TBD","Group Term Life","Take better care of your employees. Protect them from harm arising from natural and accidental causes.","Life Insurance","Insurer"
"Tokio Marine","Home","Home Partner Insurance","Comprehensive cover for your prized possessions and protection for your family","General Insurance","Insurer"
"Tokio Marine","Home","Houseowners/ Householders","Houseowners/Householders protects your home and its contents against loss or damage","General Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","MedShield","Protection should you fall ill. Rewards should you stay healthy","Life Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","MediCare / iMediCare 2","Embracing freedom with a healthy life.","Life Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","Medic Plus","Boosts your medical plan for ultimate assurance.","General Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","Mosbite","Protection against Dengue and Zika.","General Insurance","Insurer"
"Tokio Marine","Motor","Motor Insurance","Ensures worry-free journeys with essential coverage","General Insurance","Insurer"
"Tokio Marine","Motor","Motorcyclist Partner","Protect yourself and/or your rider against accidental death and permanent disablement as a result of accident on a specified motorcycle.","General Insurance","Insurer"
"Tokio Marine","Life","Perlindungan Tenang TokioMarine E-ssential Tenang","Affordable Internet Life Insurance Plan for everyone.","Life Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","Premier Medic Partner","Lifelong coverage for your health.","General Insurance","Insurer"
"Tokio Marine","TBD (Travel/Sports)","Tokio Marine Annual Explorer","Protection for business and personal trips throughout the year.","General Insurance","Insurer"
"Tokio Marine","Motor","Tokio Marine AutoPro","The right choice for better protection whilst you are on road. Get protected by selecting Tokio Marine AutoPro to cover your vehicle.","General Insurance","Insurer"
"Tokio Marine","Motor","Tokio Marine BikePro","Experience the unparalleled peace of mind as you enjoy the freedom of the open road ahead","General Insurance","Insurer"
"Tokio Marine","TBD (Travel/Sports)","Tokio Marine Explorer","Extensive and customisable coverage for wherever you go.","General Insurance","Insurer"
"Tokio Marine","H&P","Tokio Marine PremierUltra PA","Protects your family with a range of reliable plans.","General Insurance","Insurer"
"Tokio Marine","Home","Tokio Marine SecureHome","Comprehensively safeguard your home and belongings.","General Insurance","Insurer"
"Tokio Marine","Savings/Investment","TokioMarine-BrightFuture","Shine bright like a diamond","Life Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","TokioMarine-CriticalDefender","Affordable coverage for critical illness","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-LifeTreasure","Live without regrets during your best years","Life Insurance","Insurer"
"Tokio Marine","H&P/Medical/CI","TokioMarine-MedicDefender","Affordable hospitalisation income plan","Life Insurance","Insurer"
"Tokio Marine","Savings","TokioMarine-Optimizer","Save now for a better tomorrow","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-TermDefender","Instant & affordable coverage up to RM 500,000!","Life Insurance","Insurer"
"Tokio Marine","Savings/Investment","TokioMarine-XtraCash","Extra income for the present. Endless assurance for the future.","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-iBig 2","Embrace the future without fear","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-iFlexSecure 2","Protection with Short-Term Commitment","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-iLady","Love yourself the way you love the world","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-iLifeGuard","The unconditional love to guard what matters most for life","Life Insurance","Insurer"
"Tokio Marine","Life","TokioMarine-iMillion","Staying protected is one of the best gifts for your loved ones","Life Insurance","Insurer"
