insurer,bank_name,product_type,product_name,product_description,insurance_type,discovered_place
Etiqa,Bank Rakyat,Life,Takaful Hayati,"Wealth Management
Takaful Hayati
Features
Takaful Hayati is a takaful protection scheme which provides monetary compensation in the events of death or total and permanent disability (TPD) due to natural causes and accident

As low as RM0.14 cents a day depending on the 3 available options to be choose
Benefits

Takaful Hayati provide the benefits as below:

TAKAFUL BENEFITSPLANSINDAH (RM)MEWAH (RM)PERDANA (RM)Death due to natural cause15,00030,00050,000Total and Permanent Disability (TPD) due to natural cause15,00030,00050,000Death due to accident30,00060,000100,000Total and Permanent Disability (TPD) due to accident30,00060,000100,000Funeral Expenses benefit3,0003,0003,000Annual Contribution50100150
Privileges
Easy, simple and affordable

Coverage effective immediately, 24 hours protection worldwide
Three comprehensive plans
Equal contribution for men and women
Coverage of participants up to 64 years old
Eligibility
Malaysian citizen

Bank Rakyat's customers between the age of 18 and 64 years old
Underwriting by Etiqa Family Takaful Berhad
Download
Product disclosure sheet

For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.


*Terms and conditions apply.",Family Takaful,Bank
Etiqa,Bank Rakyat,H&P,Takaful PA Plus (Telemarketing),"Wealth Management
Takaful PA Plus (Telemarketing)
Features
Takaful PA Plus & Takaful Privilege PA is a personal accident plan which provides cover for death, permanent disability and medical benefits due to an accident.
As low as RM0.06 cents a day depending on the selected available plan
24 hours protection a day, 365 days a year of coverage worldwide
Subscription can only be made through Bank Rakyat's telemarketing program
Email to unitbancatakaful@bankrakyat.com.myfor enrolment inquiry
Underwritten by Etiqa General Takaful Berhad

Benefits
Total Paralysis Up to RM200,000Other Permanent DisablementUp to RM150,000Accidental Death RM100,000Compassionate Cash RM2,000Repatriation Cash RM3,000Outpatient Cash RM100Snatch Thief Injury RM150In-Hospital Medical Expenses Reimbursement (per accident)Up to RM1,000Hospital Cash Benefit (up to 100 days)RM100 per dayAmbulance Fee (per accident)Up to RM200Monthly Contribution (Myself / Myself & Spouse / Family)RM20.85 / RM33.92 / RM42.40
Privileges
Affordable plan with simple and easy registration process
Coverage effective immediately, 24 hours protection worldwide
Automatic renewal via auto debit
Health examination is not required
Coverage extension to spouse and children
Same contribution for male and female
Renewal age up to 70 years old

Eligibility
Must have Bank Rakyat savings account
Bank Rakyat's customers between the age of 18 years old to 60 years old
Children who are over 1 month and under 18 years old (or 25 years old if still on full time education) are eligible for protection under Family plan




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
Etiqa,Bank Rakyat,H&P,Takaful Privilege PA (Telemarketing),"Wealth Management
Takaful Privilege PA (Telemarketing)
Features
Takaful PA Plus & Takaful Privilege PA is a personal accident plan which provides cover for death, permanent disability and medical benefits due to an accident.

As low as RM0.06 cents a day depending on the selected available plan
24 hours protection a day, 365 days a year of coverage worldwide
Subscription can only be made through Bank Rakyat's telemarketing program
Email to unitbancatakaful@bankrakyat.com.myfor enrolment inquiry
Underwritten by Etiqa General Takaful Berhad
Benefits
Total Paralysis Up to RM400,000Other Permanent DisablementUp to RM300,000Accidental Death RM300,000Compassionate Cash RM6,000Repatriation Cash RM6,000Outpatient Cash RM100Snatch Thief Injury RM300In-Hospital Medical Expenses Reimbursement (per accident)Up to RM4,500Hospital Cash Benefit (up to 100 days)RM100 per dayAmbulance Fee (per accident)Up to RM500Monthly Contribution (Myself / Myself & Spouse / Family)RM42.40 / RM68.90 / RM90.81
Privileges
Affordable plan with simple and easy registration process

Coverage effective immediately, 24 hours protection worldwide
Automatic renewal via auto debit
Health examination is not required
Coverage extension to spouse and children
Same contribution for male and female
Renewal age up to 70 years old
Eligibility
Must have Bank Rakyat savings account

Bank Rakyat's customers between the age of 18 years old to 60 years old
Children who are over 1 month and under 18 years old (or 25 years old if still on full time education) are eligible for protection under Family plan




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
Etiqa,Bank Rakyat,Travel,Takaful TripCare 360,"Wealth Management
Takaful TripCare 360
Features
This product provides benefits to the covered person on the occurrences on the specific events that may arise during domestic and international travel, for business or leisure.

It includes death and permanent disability due to accident, medical expenses arising due to accident or illness, various travel inconvenience, losses or damages to baggage and/or personal effects, personal liability and emergency services.
Fast and easy - Just 3 easy steps to renew.
Scan the QR Code > Registration > Payment
Benefits

Takaful TripCare 360 provides coverage on:

Death or permanent disability

Medical Expenses
Travel inconvenience
Losses or damages to baggage, personal effects, personal money and/or travel documents
Personal liability
Emergency services
Adventurous activities (optional benefit)
COVID-19 (optional benefit for International ‘Per Trip’ Plan Only)
Eligibility
Participant is a Malaysian citizen or permanent resident (adult and child)

Individual plan who aged is between eighteen (18) and seventy (70) years.
Senior citizen Plan who is aged between seventy-one (71) and eighty (80) years.
Child must age between forty- five (45) days to eighteen (18) years of age [or under twenty-three (23) years old if still studying full-time in a recognised institution of higher learning] on the effective date of Takaful.




For any enquiries, please visit the nearest branch or call our Contact Centre tele-Rakyat at 1-300-80-5454.

*Terms and conditions apply.",General Takaful,Bank
MSIG,Hong Leong Bank,Motor,Motor Insurance,A car insurance policy with features and benefits that offer peace of mind.,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Motor,Car Life,Secure your car loan for a smoother ride.,General Insurance,Bank
MSIG,Hong Leong Bank,Travel,Travel Insurance,Take the stress out of travel with this policy that covers most travel hiccups.,General Insurance,Bank
MSIG,Hong Leong Bank,Home,Flexi Home Guard Insurance,A home protection policy with worldwide coverage for your personal belongings.,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Home,Hong Leong Credit Protector,A one-time payment to ensure that your family will always have a home. Anyone between the ages of 18 and 65 years is eligible.,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Home,Hong Leong Credit Protector with Dread Disease,"Give your family the best gift of financial security, a home and peace of mind even if any untoward event happens to you.",General Insurance,Bank
MSIG,Hong Leong Bank,Home,1 Home Plus,1 Home Plus Insurance is a comprehensive houseowner/householder policy offered to HLB’s mortgage loan customers to gain control over an unforeseen event.,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Life,Hong Leong SMART Cash Insurance,"The plan you pay for until you’re 55, and covers you until you’re 80.",Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Life,Hong Leong SMART Biz Term Insurance,Regular Premium Term Life with Refund of Premium,Life Insurance,Bank
MSIG,Hong Leong Bank,H&P,Flexi Protector Personal Accident Insurance,An insurance plan tailored to your needs.,General Insurance,Bank
MSIG,Hong Leong Bank,Medical,Critical Illness Plan,Get financial protection against 5 major illnesses,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Liability,Hong Leong Credit Shield Premier,Protect your credit card outstanding balance from as low as 65cent.,General Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong One SMART Insurance,Pay only once and get protected for a lifetime.,Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART3 Shield Insurance,Protecting Your Family With Savings Booster In A Single Plan,Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART5 Flexi Insurance,Affordable Protection for You and Your Family,Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART Protect Plus Insurance,Tailor-Made to Suit Your Lifestyle,Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART Protect Vantage Insurance,Smart Solution to Redesign Your Life,Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART Income Plus Insurance ,"Secure Your Legacy, Build Your Wealth",Life Insurance,Bank
Hong Leong Assurance,Hong Leong Bank,Investment,Hong Leong SMART Wealth Insurance,Wealth Begins with Sound Financial Planning,Life Insurance,Bank
MSIG,Hong Leong Bank,Misc.,Safe Deposit Locker Insurance,"A coverage for the loss of property in safe deposit lockers, from only 13 cent a day.",General Insurance,Bank
Allianz,HSBC,Home,Smart Home Cover,"Cover the cost of loss or damage to the household goods and personal effects in your home
Cover the cost of repairing or maintaining your home
Cover for malicious damage to your home caused by tenants, loss of rent and the cost of legal fees for a Demand Letter",General Insurance,Bank
Allianz,HSBC,Travel,Travel Care,"Overseas and domestic travel coverage for luggage and travel delays. For overseas travel, the coverage also includes loss or damage to your travel documents, personal luggage and valuables, and more
Reimbursement of necessary and reasonable medical, surgical or hospital charges, and emergency dental treatment fees incurred as a result of accidental bodily injuries, illness or death during your trip
Accidental death and permanent disability coverage",General Insurance,Bank
